state,value,date
Idaho,"61,050,912",2002-10-01
Illinois,"443,233,201",2002-10-01
Indiana,"289,546,521",2002-10-01
Iowa,"141,235,641",2002-10-01
Kansas,"118,287,221",2002-10-01
Kentucky,"189,148,285",2002-10-01
Louisiana,"191,466,133",2002-10-01
Maine,"61,131,492",2002-10-01
Maryland,"223,909,103",2002-10-01
Massachusetts,"255,553,111",2002-10-01
Michigan,"510,081,457",2002-10-01
Minnesota,"237,473,574",2002-10-01
Mississippi,"132,355,784",2002-10-01
Missouri,"277,037,488",2002-10-01
Montana,"43,721,722",2002-10-01
Nebraska,"76,278,916",2002-10-01
Nevada,"88,667,234",2002-10-01
New Hampshire,"61,882,603",2002-10-01
New Jersey,"332,322,371",2002-10-01
New Mexico,"48,623,053",2002-10-01
New York,"476,694,417",2002-10-01
North Carolina,"369,853,929",2002-10-01
North Dakota,"30,000,877",2002-10-01
Ohio,"460,753,524",2002-10-01
Oklahoma,"147,878,764",2002-10-01
Oregon,"131,056,560",2002-10-01
Pennsylvania,"450,321,869",2002-10-01
Rhode Island,"32,332,380",2002-10-01
South Carolina,"198,459,278",2002-10-01
South Dakota,"39,878,059",2002-10-01
Tennessee,"236,260,028",2002-10-01
Texas,"959,383,514",2002-10-01
Utah,"88,702,595",2002-10-01
Vermont,"29,237,098",2002-10-01
Virginia,"328,969,033",2002-10-01
Washington,"236,818,121",2002-10-01
West Virginia,"58,992,485",2002-10-01
Wisconsin,"238,515,528",2002-10-01
Wyoming,"31,802,133",2002-10-01
Alabama,"211,066,513",2003-10-01
Alaska,"25,839,309",2003-10-01
Arizona,"168,715,921",2003-10-01
Arkansas,"10,933,140",2003-10-01
California,"1,353,579,289",2003-10-01
Colorado,"181,963,523",2003-10-01
Connecticut,"151,339,889",2003-10-01
Delaware,"36,574,329",2003-10-01
District of Columbia,"13,167,758",2003-10-01
Florida,"655,275,301",2003-10-01
Georgia,"432,580,786",2003-10-01
Hawaii,"33,669,987",2003-10-01
Idaho,"60,693,844",2003-10-01
Illinois,"442,830,759",2003-10-01
Indiana,"284,398,957",2003-10-01
Iowa,"143,042,468",2003-10-01
Kansas,"118,569,614",2003-10-01
Kentucky,"194,682,722",2003-10-01
Louisiana,"200,866,570",2003-10-01
Maine,"62,547,341",2003-10-01
Maryland,"233,008,600",2003-10-01
Massachusetts,"242,934,198",2003-10-01
Michigan,"432,895,022",2003-10-01
Minnesota,"237,200,875",2003-10-01
Mississippi,"146,168,192",2003-10-01
Missouri,"280,287,260",2003-10-01
Montana,"47,278,670",2003-10-01
Nebraska,"75,037,035",2003-10-01
Nevada,"92,529,944",2003-10-01
New Hampshire,"62,721,812",2003-10-01
New Jersey,"286,555,171",2003-10-01
New Mexico,"39,215,679",2003-10-01
New York,"500,441,247",2003-10-01
North Carolina,"383,699,955",2003-10-01
North Dakota,"31,914,233",2003-10-01
Ohio,"460,322,113",2003-10-01
Oklahoma,"159,385,464",2003-10-01
Oregon,"108,812,025",2003-10-01
Pennsylvania,"459,499,638",2003-10-01
Rhode Island,"35,623,229",2003-10-01
South Carolina,"205,174,395",2003-10-01
South Dakota,"39,512,639",2003-10-01
Tennessee,"244,364,305",2003-10-01
Texas,"982,457,752",2003-10-01
Utah,"98,717,665",2003-10-01
Vermont,"32,146,179",2003-10-01
Virginia,"350,299,951",2003-10-01
Washington,"237,009,066",2003-10-01
West Virginia,"39,382,622",2003-10-01
Wisconsin,"231,594,575",2003-10-01
Wyoming,"40,465,765",2003-10-01
Alabama,"212,688,162",2004-10-01
Alaska,"23,945,858",2004-10-01
Arizona,"233,556,669",2004-10-01
Arkansas,"19,516,050",2004-10-01
California,"1,330,720,092",2004-10-01
Colorado,"182,423,160",2004-10-01
Connecticut,"137,890,912",2004-10-01
Delaware,"36,311,402",2004-10-01
District of Columbia,"13,412,579",2004-10-01
Florida,"658,248,230",2004-10-01
Georgia,"412,578,166",2004-10-01
Hawaii,"44,561,439",2004-10-01
Idaho,"62,456,360",2004-10-01
Illinois,"466,863,315",2004-10-01
Indiana,"275,990,596",2004-10-01
Iowa,"142,930,563",2004-10-01
Kansas,"112,098,741",2004-10-01
Kentucky,"164,305,616",2004-10-01
Louisiana,"191,387,307",2004-10-01
Maine,"62,362,637",2004-10-01
Maryland,"228,482,714",2004-10-01
Massachusetts,"246,444,188",2004-10-01
Michigan,"415,288,428",2004-10-01
Minnesota,"235,239,552",2004-10-01
Mississippi,"120,897,515",2004-10-01
Missouri,"273,567,110",2004-10-01
Montana,"42,356,390",2004-10-01
Nebraska,"73,341,730",2004-10-01
Nevada,"94,463,205",2004-10-01
New Hampshire,"64,506,392",2004-10-01
New Jersey,"367,451,238",2004-10-01
New Mexico,"74,841,731",2004-10-01
New York,"517,524,226",2004-10-01
North Carolina,"377,443,163",2004-10-01
North Dakota,"32,274,658",2004-10-01
Ohio,"450,584,782",2004-10-01
Oklahoma,"152,921,829",2004-10-01
Oregon,"132,663,467",2004-10-01
Pennsylvania,"453,576,763",2004-10-01
Rhode Island,"30,014,527",2004-10-01
South Carolina,"205,978,870",2004-10-01
South Dakota,"37,169,565",2004-10-01
Tennessee,"277,034,385",2004-10-01
Texas,"983,938,018",2004-10-01
Utah,"88,209,167",2004-10-01
Vermont,"31,123,198",2004-10-01
Virginia,"333,140,724",2004-10-01
Washington,"229,813,508",2004-10-01
West Virginia,"103,056,080",2004-10-01
Wisconsin,"213,126,796",2004-10-01
Wyoming,"40,942,498",2004-10-01
Alabama,"221,710,532",2005-10-01
Alaska,"22,490,536",2005-10-01
Arizona,"231,444,632",2005-10-01
Arkansas,"119,246,220",2005-10-01
California,"1,331,696,515",2005-10-01
Colorado,"175,249,643",2005-10-01
Connecticut,"136,269,089",2005-10-01
Delaware,"36,129,477",2005-10-01
District of Columbia,"14,506,180",2005-10-01
Florida,"660,481,588",2005-10-01
Georgia,"414,710,992",2005-10-01
Hawaii,"44,462,907",2005-10-01
Idaho,"67,670,651",2005-10-01
Illinois,"435,280,545",2005-10-01
Indiana,"270,761,292",2005-10-01
Iowa,"135,134,158",2005-10-01
Kansas,"107,752,687",2005-10-01
Kentucky,"180,241,488",2005-10-01
Louisiana,"217,733,728",2005-10-01
Maine,"58,154,612",2005-10-01
Maryland,"223,145,757",2005-10-01
Massachusetts,"234,439,919",2005-10-01
Michigan,"429,691,176",2005-10-01
Minnesota,"223,690,058",2005-10-01
Mississippi,"142,533,553",2005-10-01
Missouri,"269,972,777",2005-10-01
Montana,"39,072,855",2005-10-01
Nebraska,"67,111,351",2005-10-01
Nevada,"96,134,106",2005-10-01
New Hampshire,"58,865,369",2005-10-01
New Jersey,"347,140,790",2005-10-01
New Mexico,"61,470,022",2005-10-01
New York,"478,975,785",2005-10-01
North Carolina,"296,330,866",2005-10-01
North Dakota,"27,849,101",2005-10-01
Ohio,"443,459,942",2005-10-01
Oklahoma,"152,647,617",2005-10-01
Oregon,"132,476,488",2005-10-01
Pennsylvania,"437,220,593",2005-10-01
Rhode Island,"31,871,602",2005-10-01
South Carolina,"202,850,038",2005-10-01
South Dakota,"34,348,841",2005-10-01
Tennessee,"276,800,536",2005-10-01
Texas,"974,759,967",2005-10-01
Utah,"84,108,968",2005-10-01
Vermont,"28,666,897",2005-10-01
Virginia,"324,841,039",2005-10-01
Washington,"227,258,408",2005-10-01
West Virginia,"69,554,876",2005-10-01
Wisconsin,"234,486,196",2005-10-01
Wyoming,"40,499,929",2005-10-01
Alabama,"214,650,623",2006-10-01
Alaska,"24,562,109",2006-10-01
Arizona,"243,107,293",2006-10-01
Arkansas,"121,809,375",2006-10-01
California,"1,346,688,133",2006-10-01
Colorado,"180,877,904",2006-10-01
Connecticut,"135,643,453",2006-10-01
Delaware,"40,828,098",2006-10-01
District of Columbia,"11,918,938",2006-10-01
Florida,"674,300,758",2006-10-01
Georgia,"432,157,938",2006-10-01
Hawaii,"47,608,669",2006-10-01
Idaho,"61,993,683",2006-10-01
Illinois,"453,855,978",2006-10-01
Indiana,"278,680,849",2006-10-01
Iowa,"146,602,782",2006-10-01
Kansas,"111,642,940",2006-10-01
Kentucky,"188,541,776",2006-10-01
Louisiana,"222,709,872",2006-10-01
Maine,"60,840,838",2006-10-01
Maryland,"237,579,058",2006-10-01
Massachusetts,"245,549,980",2006-10-01
Michigan,"453,823,498",2006-10-01
Minnesota,"233,547,833",2006-10-01
Mississippi,"132,483,846",2006-10-01
Missouri,"275,489,604",2006-10-01
Montana,"42,450,759",2006-10-01
Nebraska,"70,829,979",2006-10-01
Nevada,"97,706,003",2006-10-01
New Hampshire,"63,151,947",2006-10-01
New Jersey,"357,135,676",2006-10-01
New Mexico,"119,696,714",2006-10-01
New York,"446,219,735",2006-10-01
North Carolina,"381,321,170",2006-10-01
North Dakota,"33,182,064",2006-10-01
Ohio,"449,015,946",2006-10-01
Oklahoma,"102,649,164",2006-10-01
Oregon,"128,595,024",2006-10-01
Pennsylvania,"450,583,053",2006-10-01
Rhode Island,"32,174,059",2006-10-01
South Carolina,"198,312,961",2006-10-01
South Dakota,"37,844,087",2006-10-01
Tennessee,"245,686,726",2006-10-01
Texas,"1,023,020,567",2006-10-01
Utah,"92,321,838",2006-10-01
Vermont,"29,892,012",2006-10-01
Virginia,"334,080,099",2006-10-01
Washington,"231,799,019",2006-10-01
West Virginia,"72,323,928",2006-10-01
Wisconsin,"222,971,393",2006-10-01
Wyoming,"43,060,728",2006-10-01
Alabama,"209,675,825",2007-10-01
Alaska,"24,283,342",2007-10-01
Arizona,"250,186,776",2007-10-01
Arkansas,"125,390,595",2007-10-01
California,"1,319,293,307",2007-10-01
Colorado,"183,038,373",2007-10-01
Connecticut,"134,732,807",2007-10-01
Delaware,"38,948,877",2007-10-01
District of Columbia,"11,362,763",2007-10-01
Florida,"668,426,730",2007-10-01
Georgia,"426,831,424",2007-10-01
Hawaii,"47,754,669",2007-10-01
Idaho,"68,278,972",2007-10-01
Illinois,"434,178,524",2007-10-01
Indiana,"278,190,240",2007-10-01
Iowa,"139,975,974",2007-10-01
Kansas,"115,736,236",2007-10-01
Kentucky,"193,449,100",2007-10-01
Louisiana,"207,075,493",2007-10-01
Maine,"58,517,156",2007-10-01
Maryland,"238,470,478",2007-10-01
Massachusetts,"247,466,748",2007-10-01
Michigan,"418,671,834",2007-10-01
Minnesota,"232,252,251",2007-10-01
Mississippi,"166,264,603",2007-10-01
Missouri,"280,658,817",2007-10-01
Montana,"43,364,493",2007-10-01
Nebraska,"72,682,389",2007-10-01
Nevada,"98,774,895",2007-10-01
New Hampshire,"63,126,554",2007-10-01
New Jersey,"364,139,962",2007-10-01
New Mexico,"80,210,147",2007-10-01
New York,"488,453,521",2007-10-01
North Carolina,"379,254,683",2007-10-01
North Dakota,"33,274,218",2007-10-01
Ohio,"443,555,434",2007-10-01
Oklahoma,"183,131,540",2007-10-01
Oregon,"132,675,040",2007-10-01
Pennsylvania,"445,309,577",2007-10-01
Rhode Island,"34,212,384",2007-10-01
South Carolina,"222,353,789",2007-10-01
South Dakota,"38,764,005",2007-10-01
Tennessee,"262,366,108",2007-10-01
Texas,"1,043,707,670",2007-10-01
Utah,"100,378,187",2007-10-01
Vermont,"29,921,377",2007-10-01
Virginia,"355,262,310",2007-10-01
Washington,"235,102,429",2007-10-01
West Virginia,"73,841,931",2007-10-01
Wisconsin,"224,711,740",2007-10-01
Wyoming,"35,147,844",2007-10-01
Alabama,"197,736,082",2008-10-01
Alaska,"24,459,204",2008-10-01
Arizona,"218,407,785",2008-10-01
Arkansas,"122,954,123",2008-10-01
California,"1,257,964,590",2008-10-01
Colorado,"178,112,083",2008-10-01
Connecticut,"130,851,547",2008-10-01
Delaware,"38,864,449",2008-10-01
District of Columbia,"10,080,530",2008-10-01
Florida,"639,917,857",2008-10-01
Georgia,"412,228,878",2008-10-01
Hawaii,"35,681,405",2008-10-01
Idaho,"61,489,424",2008-10-01
Illinois,"360,181,541",2008-10-01
Indiana,"267,341,317",2008-10-01
Iowa,"142,948,159",2008-10-01
Kansas,"110,781,697",2008-10-01
Kentucky,"186,541,839",2008-10-01
Louisiana,"148,982,386",2008-10-01
Maine,"54,697,487",2008-10-01
Maryland,"247,419,777",2008-10-01
Massachusetts,"236,798,154",2008-10-01
Michigan,"400,581,020",2008-10-01
Minnesota,"226,795,836",2008-10-01
Mississippi,"159,431,250",2008-10-01
Missouri,"278,185,110",2008-10-01
Montana,"40,215,670",2008-10-01
Nebraska,"70,592,806",2008-10-01
Nevada,"94,956,521",2008-10-01
New Hampshire,"60,870,901",2008-10-01
New Jersey,"340,830,562",2008-10-01
New Mexico,"93,505,620",2008-10-01
New York,"466,982,705",2008-10-01
North Carolina,"397,744,462",2008-10-01
North Dakota,"31,393,956",2008-10-01
Ohio,"444,877,226",2008-10-01
Oklahoma,"110,581,750",2008-10-01
Oregon,"100,235,454",2008-10-01
Pennsylvania,"445,286,844",2008-10-01
Rhode Island,"33,948,509",2008-10-01
South Carolina,"115,960,147",2008-10-01
South Dakota,"36,351,222",2008-10-01
Tennessee,"288,131,747",2008-10-01
Texas,"1,034,883,382",2008-10-01
Utah,"89,983,444",2008-10-01
Vermont,"27,613,745",2008-10-01
Virginia,"332,180,635",2008-10-01
Washington,"230,182,366",2008-10-01
West Virginia,"29,055,208",2008-10-01
Wisconsin,"213,840,213",2008-10-01
Wyoming,"32,455,773",2008-10-01
Alabama,"212,404,923",2009-10-01
Alaska,"24,673,209",2009-10-01
Arizona,"222,316,686",2009-10-01
Arkansas,"122,622,288",2009-10-01
California,"1,246,329,075",2009-10-01
Colorado,"175,485,358",2009-10-01
Connecticut,"130,092,631",2009-10-01
Delaware,"37,001,613",2009-10-01
District of Columbia,"10,220,155",2009-10-01
Florida,"672,365,229",2009-10-01
Georgia,"413,599,955",2009-10-01
Hawaii,"34,741,989",2009-10-01
Idaho,"63,825,602",2009-10-01
Illinois,"454,390,097",2009-10-01
Indiana,"260,243,507",2009-10-01
Iowa,"143,555,764",2009-10-01
Kansas,"111,693,613",2009-10-01
Kentucky,"185,345,492",2009-10-01
Louisiana,"191,786,624",2009-10-01
Maine,"61,658,192",2009-10-01
Maryland,"289,394,902",2009-10-01
Massachusetts,"237,179,325",2009-10-01
Michigan,"394,565,593",2009-10-01
Minnesota,"209,609,391",2009-10-01
Mississippi,"126,577,055",2009-10-01
Missouri,"269,764,124",2009-10-01
Montana,"41,759,834",2009-10-01
Nebraska,"69,531,157",2009-10-01
Nevada,"93,219,486",2009-10-01
New Hampshire,"61,194,395",2009-10-01
New Jersey,"349,493,362",2009-10-01
New Mexico,"85,099,642",2009-10-01
New York,"458,857,109",2009-10-01
North Carolina,"373,048,112",2009-10-01
North Dakota,"32,231,728",2009-10-01
Ohio,"425,396,383",2009-10-01
Oklahoma,"142,844,366",2009-10-01
Oregon,"109,083,601",2009-10-01
Pennsylvania,"449,730,898",2009-10-01
Rhode Island,"32,964,490",2009-10-01
South Carolina,"230,785,234",2009-10-01
South Dakota,"41,723,721",2009-10-01
Tennessee,"251,094,389",2009-10-01
Texas,"1,009,886,124",2009-10-01
Utah,"91,000,694",2009-10-01
Vermont,"28,862,710",2009-10-01
Virginia,"301,877,363",2009-10-01
Washington,"229,240,176",2009-10-01
West Virginia,"98,795,916",2009-10-01
Wisconsin,"210,461,364",2009-10-01
Wyoming,"36,189,063",2009-10-01
Alabama,"217,688,188",2010-10-01
Alaska,"20,994,828",2010-10-01
Arizona,"221,023,306",2010-10-01
Arkansas,"124,121,793",2010-10-01
California,"1,263,452,498",2010-10-01
Colorado,"180,480,196",2010-10-01
Connecticut,"130,473,564",2010-10-01
Delaware,"46,534,200",2010-10-01
District of Columbia,"10,237,649",2010-10-01
Florida,"657,972,351",2010-10-01
Georgia,"414,354,018",2010-10-01
Hawaii,"37,653,182",2010-10-01
Idaho,"63,608,277",2010-10-01
Illinois,"413,741,043",2010-10-01
Indiana,"265,559,627",2010-10-01
Iowa,"150,369,211",2010-10-01
Kansas,"112,297,078",2010-10-01
Kentucky,"186,864,139",2010-10-01
Louisiana,"198,396,407",2010-10-01
Maine,"58,216,805",2010-10-01
Maryland,"243,298,628",2010-10-01
Massachusetts,"239,575,838",2010-10-01
Michigan,"386,323,837",2010-10-01
Minnesota,"220,114,146",2010-10-01
Mississippi,"136,596,354",2010-10-01
Missouri,"273,201,732",2010-10-01
Montana,"42,476,434",2010-10-01
Nebraska,"71,070,825",2010-10-01
Nevada,"92,511,348",2010-10-01
New Hampshire,"61,687,249",2010-10-01
New Jersey,"343,571,990",2010-10-01
New Mexico,"85,854,635",2010-10-01
New York,"531,902,594",2010-10-01
North Carolina,"383,102,431",2010-10-01
North Dakota,"33,997,123",2010-10-01
Ohio,"430,177,646",2010-10-01
Oklahoma,"106,858,591",2010-10-01
Oregon,"129,838,384",2010-10-01
Pennsylvania,"444,389,330",2010-10-01
Rhode Island,"30,451,629",2010-10-01
South Carolina,"220,823,777",2010-10-01
South Dakota,"47,084,682",2010-10-01
Tennessee,"287,167,114",2010-10-01
Texas,"1,050,196,431",2010-10-01
Utah,"112,974,079",2010-10-01
Vermont,"28,438,696",2010-10-01
Virginia,"367,227,607",2010-10-01
Washington,"236,602,170",2010-10-01
West Virginia,"105,266,860",2010-10-01
Wisconsin,"217,372,186",2010-10-01
Wyoming,"39,772,839",2010-10-01
Alabama,"210,007,310",2011-10-01
Alaska,"23,470,704",2011-10-01
Arizona,"221,124,860",2011-10-01
Arkansas,"121,425,602",2011-10-01
California,"1,234,350,509",2011-10-01
Colorado,"180,716,089",2011-10-01
Connecticut,"126,207,474",2011-10-01
Delaware,"37,131,268",2011-10-01
District of Columbia,"8,957,596",2011-10-01
Florida,"682,371,301",2011-10-01
Georgia,"401,224,509",2011-10-01
Hawaii,"38,212,156",2011-10-01
Idaho,"66,445,178",2011-10-01
Illinois,"400,986,143",2011-10-01
Indiana,"256,061,314",2011-10-01
Iowa,"144,429,561",2011-10-01
Kansas,"109,061,433",2011-10-01
Kentucky,"182,264,819",2011-10-01
Louisiana,"192,397,534",2011-10-01
Maine,"58,839,030",2011-10-01
Maryland,"195,584,831",2011-10-01
Massachusetts,"237,434,696",2011-10-01
Michigan,"380,217,235",2011-10-01
Minnesota,"189,654,005",2011-10-01
Mississippi,"97,269,818",2011-10-01
Missouri,"262,937,906",2011-10-01
Montana,"41,933,686",2011-10-01
Nebraska,"68,514,876",2011-10-01
Nevada,"91,007,315",2011-10-01
New Hampshire,"61,050,950",2011-10-01
New Jersey,"344,670,681",2011-10-01
New Mexico,"67,857,896",2011-10-01
New York,"460,115,555",2011-10-01
North Carolina,"369,280,293",2011-10-01
North Dakota,"36,237,249",2011-10-01
Ohio,"424,321,263",2011-10-01
Oklahoma,"157,143,127",2011-10-01
Oregon,"125,505,554",2011-10-01
Pennsylvania,"437,304,143",2011-10-01
Rhode Island,"30,385,248",2011-10-01
South Carolina,"217,839,994",2011-10-01
South Dakota,"41,307,002",2011-10-01
Tennessee,"263,457,791",2011-10-01
Texas,"1,041,519,754",2011-10-01
Utah,"91,230,575",2011-10-01
Vermont,"27,843,512",2011-10-01
Virginia,"280,088,339",2011-10-01
Washington,"227,671,929",2011-10-01
West Virginia,"69,501,859",2011-10-01
Wisconsin,"232,303,326",2011-10-01
Wyoming,"28,883,332",2011-10-01
Alabama,"197,569,231",2000-11-01
Alaska,"11,089,554",2000-11-01
Arizona,"202,365,721",2000-11-01
Arkansas,"121,249,853",2000-11-01
California,"1,203,825,290",2000-11-01
Colorado,"140,482,538",2000-11-01
Connecticut,"126,476,088",2000-11-01
Delaware,"30,779,900",2000-11-01
Dist. of Col.,"14,041,267",2000-11-01
Florida,"628,644,591",2000-11-01
Georgia,"383,322,706",2000-11-01
Hawaii,"33,055,037",2000-11-01
Idaho,"57,253,318",2000-11-01
Illinois,"448,398,310",2000-11-01
Indiana,"260,409,490",2000-11-01
Iowa,"131,221,212",2000-11-01
Kansas,"111,021,182",2000-11-01
Kentucky,"168,194,235",2000-11-01
Louisiana,"187,163,985",2000-11-01
Maine,"56,910,676",2000-11-01
Maryland,"209,925,334",2000-11-01
Massachusetts,"229,158,135",2000-11-01
Michigan,"408,788,963",2000-11-01
Minnesota,"211,740,578",2000-11-01
Mississippi,"125,118,312",2000-11-01
Missouri,"254,000,807",2000-11-01
Montana,"38,474,997",2000-11-01
Nebraska,"71,652,781",2000-11-01
Nevada,"76,385,111",2000-11-01
New Hampshire,"55,497,383",2000-11-01
New Jersey,"312,061,305",2000-11-01
New Mexico,"80,610,237",2000-11-01
New York,"447,480,342",2000-11-01
North Carolina,"344,451,799",2000-11-01
North Dakota,"29,274,497",2000-11-01
Ohio,"427,067,241",2000-11-01
Oklahoma,"152,701,565",2000-11-01
Oregon,"124,408,630",2000-11-01
Pennsylvania,"416,057,879",2000-11-01
Rhode Island,"33,058,718",2000-11-01
South Carolina,"182,322,750",2000-11-01
South Dakota,"35,612,968",2000-11-01
Tennessee,"248,366,247",2000-11-01
Texas,"886,580,759",2000-11-01
Utah,"75,098,554",2000-11-01
Vermont,"24,318,317",2000-11-01
Virginia,"297,872,351",2000-11-01
Washington,"259,231,262",2000-11-01
West Virginia,"65,133,562",2000-11-01
Wisconsin,"206,395,937",2000-11-01
Wyoming,"21,560,414",2000-11-01
Alabama,"204,340,629",2001-11-01
Alaska,"21,969,871",2001-11-01
Arizona,"206,544,284",2001-11-01
Arkansas,"118,377,771",2001-11-01
California,"1,250,357,533",2001-11-01
Colorado,"174,906,442",2001-11-01
Connecticut,"126,382,844",2001-11-01
Delaware,"34,914,588",2001-11-01
District of Columbia,"15,167,171",2001-11-01
Florida,"655,795,305",2001-11-01
Georgia,"400,074,015",2001-11-01
Hawaii,"36,974,746",2001-11-01
Idaho,"54,726,457",2001-11-01
Illinois,"441,134,611",2001-11-01
Indiana,"265,389,345",2001-11-01
Iowa,"129,662,084",2001-11-01
Kansas,"105,256,069",2001-11-01
Kentucky,"183,424,983",2001-11-01
Louisiana,"189,375,893",2001-11-01
Maine,"41,533,186",2001-11-01
Maryland,"208,562,333",2001-11-01
Massachusetts,"231,801,757",2001-11-01
Michigan,"415,171,426",2001-11-01
Minnesota,"216,055,998",2001-11-01
Mississippi,"132,750,124",2001-11-01
Missouri,"262,649,042",2001-11-01
Montana,"38,928,309",2001-11-01
Nebraska,"73,106,861",2001-11-01
Nevada,"78,364,062",2001-11-01
New Hampshire,"56,058,148",2001-11-01
New Jersey,"347,488,457",2001-11-01
New Mexico,"56,148,986",2001-11-01
New York,"468,320,985",2001-11-01
North Carolina,"364,974,008",2001-11-01
North Dakota,"31,231,275",2001-11-01
Ohio,"427,921,175",2001-11-01
Oklahoma,"158,090,983",2001-11-01
Oregon,"121,342,244",2001-11-01
Pennsylvania,"430,880,447",2001-11-01
Rhode Island,"32,573,116",2001-11-01
South Carolina,"188,698,387",2001-11-01
South Dakota,"36,284,494",2001-11-01
Tennessee,"224,309,860",2001-11-01
Texas,"893,994,007",2001-11-01
Utah,"81,388,549",2001-11-01
Vermont,"27,542,993",2001-11-01
Virginia,"319,293,722",2001-11-01
Washington,"216,862,810",2001-11-01
West Virginia,"62,007,223",2001-11-01
Wisconsin,"204,361,607",2001-11-01
Wyoming,"29,521,880",2001-11-01
Alabama,"207,501,892",2002-11-01
Alaska,"21,472,096",2002-11-01
Arizona,"187,331,287",2002-11-01
Arkansas,"119,325,204",2002-11-01
California,"1,253,191,886",2002-11-01
Colorado,"187,669,116",2002-11-01
Connecticut,"140,926,388",2002-11-01
Delaware,"43,671,816",2002-11-01
District of Columbia,"13,337,312",2002-11-01
Florida,"686,609,052",2002-11-01
Georgia,"408,774,233",2002-11-01
Hawaii,"42,238,929",2002-11-01
Idaho,"56,930,014",2002-11-01
Illinois,"435,236,952",2002-11-01
Indiana,"278,483,629",2002-11-01
Iowa,"134,088,232",2002-11-01
Kansas,"121,511,466",2002-11-01
Kentucky,"193,048,880",2002-11-01
Louisiana,"172,044,762",2002-11-01
Maine,"58,677,605",2002-11-01
Maryland,"212,500,816",2002-11-01
Massachusetts,"230,037,327",2002-11-01
Michigan,"422,108,944",2002-11-01
Minnesota,"222,468,366",2002-11-01
Mississippi,"131,385,884",2002-11-01
Missouri,"250,309,426",2002-11-01
Montana,"39,076,029",2002-11-01
Nebraska,"71,105,216",2002-11-01
Nevada,"78,364,062",2002-11-01
New Hampshire,"56,788,994",2002-11-01
New Jersey,"349,520,343",2002-11-01
New Mexico,"114,190,076",2002-11-01
New York,"472,358,914",2002-11-01
North Carolina,"360,274,323",2002-11-01
North Dakota,"30,798,577",2002-11-01
Ohio,"434,393,067",2002-11-01
Oklahoma,"167,772,637",2002-11-01
Oregon,"128,185,278",2002-11-01
Pennsylvania,"431,282,001",2002-11-01
Rhode Island,"33,004,099",2002-11-01
South Carolina,"190,443,892",2002-11-01
South Dakota,"36,301,518",2002-11-01
Tennessee,"276,396,495",2002-11-01
Texas,"944,314,691",2002-11-01
Utah,"81,866,236",2002-11-01
Vermont,"26,910,549",2002-11-01
Virginia,"314,821,311",2002-11-01
Washington,"221,653,963",2002-11-01
West Virginia,"77,419,216",2002-11-01
Wisconsin,"207,689,563",2002-11-01
Wyoming,"37,552,127",2002-11-01
Alabama,"204,478,392",2003-11-01
Alaska,"21,745,077",2003-11-01
Arizona,"236,389,799",2003-11-01
Arkansas,"237,653,122",2003-11-01
California,"1,279,804,495",2003-11-01
Colorado,"169,610,056",2003-11-01
Connecticut,"158,052,556",2003-11-01
Delaware,"35,775,603",2003-11-01
District of Columbia,"13,010,264",2003-11-01
Florida,"697,679,486",2003-11-01
Georgia,"433,759,396",2003-11-01
Hawaii,"35,916,795",2003-11-01
Idaho,"52,970,866",2003-11-01
Illinois,"435,246,580",2003-11-01
Indiana,"263,932,470",2003-11-01
Iowa,"130,642,150",2003-11-01
Kansas,"109,627,385",2003-11-01
Kentucky,"173,263,953",2003-11-01
Louisiana,"194,917,763",2003-11-01
Maine,"55,357,363",2003-11-01
Maryland,"215,276,643",2003-11-01
Massachusetts,"239,047,380",2003-11-01
Michigan,"409,326,243",2003-11-01
Minnesota,"217,350,102",2003-11-01
Mississippi,"119,533,621",2003-11-01
Missouri,"263,933,436",2003-11-01
Montana,"38,610,258",2003-11-01
Nebraska,"69,733,638",2003-11-01
Nevada,"85,063,579",2003-11-01
New Hampshire,"56,338,997",2003-11-01
New Jersey,"342,266,505",2003-11-01
New Mexico,"137,507,228",2003-11-01
New York,"504,578,928",2003-11-01
North Carolina,"356,886,799",2003-11-01
North Dakota,"32,317,322",2003-11-01
Ohio,"426,747,863",2003-11-01
Oklahoma,"147,615,670",2003-11-01
Oregon,"150,871,982",2003-11-01
Pennsylvania,"433,136,920",2003-11-01
Rhode Island,"33,662,965",2003-11-01
South Carolina,"191,297,742",2003-11-01
South Dakota,"34,537,248",2003-11-01
Tennessee,"273,058,689",2003-11-01
Texas,"939,496,882",2003-11-01
Utah,"80,782,268",2003-11-01
Vermont,"26,323,644",2003-11-01
Virginia,"325,146,606",2003-11-01
Washington,"219,647,253",2003-11-01
West Virginia,"97,893,109",2003-11-01
Wisconsin,"207,438,094",2003-11-01
Wyoming,"33,934,300",2003-11-01
Alabama,"207,440,694",2004-11-01
Alaska,"27,123,091",2004-11-01
Arizona,"227,225,826",2004-11-01
Arkansas,"221,412,058",2004-11-01
California,"1,281,264,889",2004-11-01
Colorado,"170,518,797",2004-11-01
Connecticut,"132,168,855",2004-11-01
Delaware,"34,088,910",2004-11-01
District of Columbia,"12,856,775",2004-11-01
Florida,"731,135,748",2004-11-01
Georgia,"435,412,081",2004-11-01
Hawaii,"40,043,026",2004-11-01
Idaho,"64,204,926",2004-11-01
Illinois,"407,260,523",2004-11-01
Indiana,"266,793,899",2004-11-01
Iowa,"134,316,352",2004-11-01
